Sentence,Label
charlie yeah i just sent open-water there i'm not going to deploy if you guys are content with rescued as everyone down there,Fire words
this is alpha there's a place called dripshillcopse do you think that could be at considering it's called hazeycopse,Reasoning words
charlie copy 6 go into 3 water_7 is coming down it is predicted position so it's not far off my,Fire words
charlie can you move your s6 back to arise where is,Communications
charlie i have a steel manufacturer's conference also it says in interact bookshops and pick that one of three locations newforest single hot oldtown industrial area or charville industrial area,Directions
charlie toll house doing,Communications
this is bravo yes i found 27/32 and 13 and a big building so far i'm checking the final one now,Action words
this is bravo so so he sent you pop to charville and oldtown and maybe we're still needs to be to have a look for populations that sounds good too soft yeah find out who's we're so because we do not have much in the way of intelligence to wear my trouble bike out yeah,Action words
fire is heading towards and breydon hat thing but will be out of water soon it's in the echo 23/4 bring it bounce to you to create a dog leg around holvern so i believe holvern is now secure put out fire and burnt grand splendid other two,Fire words
charlie the team by it's too and wish to scout may be slightly north and west of denston of,Named Locations
bravo hill,Communications
this is alpha i'm just confirming that there is no one in,Communications
this is charlie are both my rescuers or unloading in the rescue point little town near greenhill are you needed me anywhere,Hills and Forests
understood moving now i'm going to do is i'm going to keep an eye on uniform 25 with 2 units let me know if you want another unit to be sent up later on,Other
charlie requests that x-ray over,Communications
this is alpha what's the population of dennistoun at the moment denston has 5 people in it so that and isabelle for the party they must be her thetford fire then her that's fine near denston might not spoke too much but i've got a my third fire engine on the way to uddingston now kids enter recover,Rescue words
i have no view either way whatever you think is most effective over,Reasoning words
bravo who also got two people in romeo 22 and 3 people in sierra 2021|1,Rescue words
alpha ek016 17 and 18 over,Communications
alpha golf is closed out just waiting in that area for any further stragglers to rescue unit east to langdalewood 270 with at hours nothing planned and i would just in case as well often looking for that photo ashley and,Woods
bravo i put my two firefighters on the buildings in denston with the most people and i hope they can save them how many people in ireland have not got anybody so far but one person so far but still can't ask me move 6th may be towards worthington to help with that wellingtons got nobody in it elsa ok you just to contain the fire thenls25 side near worthington think we should be ok for the fire door thetford to put the fire out in the buildings that contain people in breydon towards the fire north of worthington fire in the north moving the recover,Rescue words
bravo 16 confirm leftmost and i'll catch him from the rear of that it's now on the 49 moving north because of,Communications
alpha you happy taking town newton blackhill and the campsite in newforest over,Hills and Forests
charlie if you can do that in lowtown  and just ping me the grids of where the main population is they will be the hospital at least then we know whether we need to decide or not just thinking further on my news article that shows if the fire is in the proximity of forward whether there's a large numbers of people are looking at squirrels but i suspect we have that one of the plan beat my location,Rescue words
this is bravo fire has definitely started out in and around f11,Fire words
whelmed with both of the ground nothing i can do about my firetrucks to castleton the fire moving south 6 of burnt out basically and is no longer a risk area so redirecting bolton bl7 in the vicinity of castleton,Fire words
this is bravo it might be quite likely that further with my garden slaying sabre said only mentioned red squirrels as i'm thinking but the second second from the left top box is probably quite likely the starting point if they're south easterly  wind potentially off so bottom left if it's northeasterly  or stiletto basically i think we're going to be looking at something with the easterly  wind probably means westhill and esterly aren't going to be in as much trouble is there levels over,Reasoning words
this is charlie i have documents and denston in the main buildings size,Buildings
after all noting wildwood and trenchwood are pure pine blocks before quick fire through their over,Fire words
bravo recommend unit_6 down to central water points for refill and then support,Action words
on the east sidet his is one of the central time zone you have 3 minutes to further plan your approach with the scenario map and newspaper intelligence reports available epping breydon and brightwood copy i will concentrate as i have 4 units on astley hold over,Woods
charlie there is about 6 people in low town so sure about you,Rescue words
this is alpha there is one person at se23 in epping c23 yeah,Named Locations
bravo and echo 211-person tent,Communications
in that case and breydon are fully evacuated and so we can ignore the 750vai will need how can over,Reasoning words
this is bravo i think sending people to check in at the castleton population cos i think that might be quiet around the police station police station in bolton as well,Rescue words
bravo where do you want me to put a block in between breyden and,Communications
bravo you happy tackling that that far north of french words solo with your two fire-truck over,Fire words
alpha delta line to unlock the fire creeping around,Fire words
bravo got to firetrucks heading to lima 4:15 and mike 14all core size is,Fire words
charlie yeah that was my intent is to go record a location see how much,Directions
this is alpha mine about full i've got to heading towards the fire nf 11 and 1 heading down towards y31s unit heading down to newton  one back up to charville woodside,Fire words
no audio,Other
roger of head that way with you i use the rescue vehicles to make sure old times clear over,Communications
charlie sitrep i have the top 3 squares including hospital of lowtown  loaded i'm going to move keep moving a best way to get money out over,Buildings
movie now,Other
charlie organ shopping centre so might be worth just checking the large buildings for numbers and,Action words
alpha is one person at 025 confirming both of those thank you i think if we can get the engine and that's just get it split it and make it a boy that food in when i can make a start i think i can get most of denston i think that food and do not say going to be the first one it should worthington and probably won't get size breyden over,Reasoning words
hopefully i'm as it's just with loads of activated that should spire compared to the other ones would have to keep an eye on which way,Other
alpha got two units around the church and 13 on its way channels city most esterly  house in holvern as a single pax so just keep an eye out for when you fighting over,Rescue words
alpha to foxtrot 12 of,Communications
bravo i wonder if four on the southern eastern fire if you're able to catch it given we have the full situation awareness also can you relocate a water unit 7 to castleton please confirm will do you place a unit 7 at 32,Fire words
charlie relocating rescue vehicles as required call out if you want that,Communications
call centre,Other
charlie ok camp priority is hospital at greenhill any other locations newforest oldtown is basically empty released in the large buildings sending one unit i am 4 and 1 to you 25 having all three 5 units near u25,Directions
alpha i think that voted malton so do not worry ok now up to check as,Action words
this is bravo,Communications
this is alpha i'm up there but i do not know we never actually worked out how many people in castleton so i'll only move the one in there is quite a lot of people up there and it's moving on firetrucks as a water truck towards therefore refill please what's truck is on the way,Rescue words
charlie almost my fire exit onto that already got mine,Fire words
charlie use fighting at 6 to know you was fighting at 6 up north to create a bit of a wall use your sky units to check out langdalewood,Action words
charlie top left a bigger building and top right alfa-2b find anyone in green,Action words
this is alpha i've moved my truck away from there now but i think it's hit the border and newton  already over,Reasoning words
will send to firetrucks in between inward have one firetrucks in on the campsite wildwood  over,Fire words
charlie that's your unit to the unit please z20 please thank you i haven't finished checking that food for people completely however we have got currently one person at i930 for people at k-9 37 at breydon and 31 at denston noted thank you it's a,Rescue words
bravo where is the nearest water to trenchwood,Fire words
this is bravo at fire-truck is heading for z27 at the minute but can bring it to you,Fire words
this is all for the other turn the weather it was a danger to the schools the sacrifices grossir did we find out if newton had is elf are any enter town and the campsite engine down to have a look at,Action words
the religious buildings at p22 in breydon or the one at a g4 in holvern but it doesn't specifically say it at whatever but somewhere there's going to be a larger group services,Buildings
charlie i will check malton winterfold and trench would does the next person want to do beaconhill castlehill maybe,Action words
this is charlie and that northern town has approximately 50 + people now which i can attempt to evacuate but i'm not going to get hardly any out,Rescue words
charlie two teams just 4sa the people load speed of these evacuating trucks is 15 that's 15 a current rate it would take twice the length of this scenario for me to evacuate wildwood  over,Rescue words
have a fire engine positioned at the zulu 312 the west of newforest to charville we have 456 in a row on that after all my fire truck million position on the on the top left corner around 11/2 or like i see fire to the western forest products,Fire words
moving now,Other
i think we've managed to extinguish it basically in a line parallel with the town i'm just trying to see if it's got around the edges over,Action words
this is alpha yeah i'm on it now it's,Communications
alpha i'm watching the same position will be on campsite in five ignited,Communications
this is fired as is,Fire words
alpha-move 4 and 5wellington as well now that that sounds gone over,Communications
alpha still seems to be a present to thetford high-rise rescue unit 9 is received it looks a for now,Reasoning words
this is charlie just looking at the wind direction now i'm suspecting the fires going to start south east of castleton just bringing a northwesterly direction over,Fire words
towards the eastern side western sides towards shrawleywood rather cover,Woods
roger i'll cancel my last night also empty population in thetford is over,Named Locations
this is alpha just a unit on battlefield 1,Communications
bravo should fire-units 2 and 3 be heading north given wind direction of south to north and fire starting north of your current position to me that was to have a house units in 3 sorry i mixed up the grid references so sending over,Fire words
alpha foxtrot six down one grid square over,Communications
charlie bedding with a second rescue vehicle to the holvern hotel one and hotel to over,Named Locations
this is bravo my information is about a royal visit to a local shopping centre however it does not say what the town is but i'm assuming shopping centre will be one of the bigger buildings and there's only three towns with them but there is no mention within the article about any negative or antisocial behaviour,Buildings
what's the track is and can move again,Other
bravo as esterly  and west the remaining villages on the maps for focus all fighting it's there now i'm moving to italy now note in the wind still going west to east should be fine ever definitely continue to spread south towards esterly  and elvis would which water what's the syrup on the rescue vehicles floating off moving to esterly now the heart by which word is empty of civilians,Fire words
the north of wildwood  i heading south might already be too late but the fire in busy at wildwood  could get could possibly do with your firetrucks question mark one down to deal with it,Fire words
bravo what are you struggling with moment towards towards custom finished using 7sry philip the,Communications
charlie i can't evacuate anyone from also is it worth us just pushing on to a new location yeah i think malton pretty much saved i'm moving my firetrucks now in anticipation down to the block of underwood and castlehill over,Reasoning words
so there are people at a k23 and,Rescue words
bravos knowledge i'm leaving now back to the church but,Communications
this is charlie i'm also unloading my second vehicle up in the top point,Communications
at place on kilo 11 yeah pretty sure it is now burnout braiding was completely cleared by epping to one person at least has died otherwise bright with clear langdalewood is clear and the rest of the southeast is over,Woods
charlie here report saying there's a religious sunday it doesn't say where they on the map ok so possibly people around the church in breydon or holvern i have a newspaper report that suggest that the football team of the breydon strikers that really quite happy with themselves so i think the sunday is probably going to call be part of that so i reckon it's going to be the church in brayden yeah so i think maybe focus our efforts on people and brayden but also looking out for the in places like thetford and worthington shopping centres,Rescue words
which i just out haven't got eyes on the j21,Other
alpha would you want you to bass lines beforehand up over,Communications
alpha article is talking about a music festival hazy cop spider not see a hazeycopse on the map on this on the station,Intel (from newspapers)
charlie noted thank you,Communications
charlie yeah there is one that's just incoming at underlining the word castleton over,Named Locations
bravo your fire-truck ng12 the fires already spread further east than that might be best to get it sorted north east of forward to protect child over,Fire words
charlie i'm going to move the other evacuation wagon lowtown  in anticipation30,Named Locations
bravo june by weather's fire engine number_6 do you want to go to the outside of the fire,Fire words
to you water truck sorry over,Fire words
this is the fire is currently got to i30,Fire words
bravo yeah there's no populated areas around there so might be a red herring my article is about a kind of business starting with the october ten days that will presume you been one of the population centres oldtown or charville potentially over,Named Locations
this is charlie winterfold and picking her both seem to be fully evacuated over,Named Locations
alphamike526a k and then 27al,Communications
so i can now see the fire in at 11 i probably rather do you have enough assets to do with the fire at all it appears to be containable over,Fire words
charlie i've got firetrucks in the north waiting to meet the fire between beaconhill and it's direction both evacuation trucks are on their way to save locations for the follow to put the fire out in force into the campsite in wildwood  it won't return so no need to return my rescue trucks there was 76 pax left there to be successful fight in there i think and evacuation help i'm sending my trucks to refill on the central water bowser able to move down to hanley so i can replay it moving if you could put it on h37 and i can replen central over,Rescue words
roger are you expecting people from the police station over,Rescue words
charlie is going pretty well at the moment almost all our buildings are quite get mine is there quick enough but i've got them on the way i'm trying to get my units,Action words
this is alpha can we move your fire-truck please towards denston over,Fire words
bravo i've got one unit on and the holbeechwood another just after if you can keep a weather eye on the fire and approaches through the woods,Fire words
alpha i'll check out the hospital at lowtown  over,Action words
y truck to thetford i want to open a place of fire truck in the north of the map at uniform 9 to the right of this over,Fire words
alpha i'm going to move all of my assets to cover,Communications
alpha i will check woodside greenhill and a campsite in wychwood is it worth me then checking population in lowtown|1are we just taking that is giving out and maybe blackhill oh yes,Action words
charlie the fire has extinguished between the 18 so anything higher than the 18 looks like it's extinguished however aspire down it's a 24 of a also beaconhill looks like it's been wiped out can move engine 5 to help stop the spread west north to go north east 50,Reasoning words
roger moving reserve fire truck 6 to the same business and office now it's over,Fire words
charlie confirm it looks like up in the northeast six down towards to south west to support,Action words
charlie can you home to see if there's any sight of a fire of malton,Fire words
charlie so i'm going to make my priority just looking after that can somebody repeat the two locations again,Directions
so i will drop off personnel back into greenhill over,Hills and Forests
this is currently can't find any greenhill think we may have contained it but if everyone could keep searching round and i am in a h 15 and there is no fire in my little square around that it is play i'm a v8 and there's no fire around there i'm also around the grey rescue point there's no flies i can see they're either,Action words
charlie there is one individual right as31a castleton thank you,Named Locations
about interfaith family fun day which is being organised to jubilee either at a g4 or p22 so worth checking those acts i think that these one of those is going to be a high value target so which places will that again the village religious organisations so i think probably over,Action words
charlie there is a brightwood with the necessary chat to people to check it only one wind and down that brightwood iris tired near holbeechwood on the top of that five we can,Rescue words
alpha foxtrot six suggest moving bowser then on the five line this we can get replen before it kicks off other,Reasoning words
individual at 15 or 1 individual app it's going to be 13 or 18because there's so many of them could somebody check newton please because in the fire it's going to get it might get the bottom of charville is going to get woodside and i'll turn in eaton yes,Action words
this is charlie struggling to see you how the fire is going i think it's going very suddenly almost southeast trenchwood  can you confirm that someone checked the 20 attending it's empty over,Action words
this is alpha dispatch my third truck up,Communications
bravo i'll be going down to worthington who's heading up breeding a turkey breydon and then either pay more tempting to tell him which direction wind blows,Buildings
bravo just to double check i am taking castlehill and underwood search yes please and beaconhill please no worries,Action words
alpha move is malton and replen in the way just moving towards winter food because of find me at freddy's as well potential,Action words
other confirmed that the whole church in holvern was where 108 people were,Rescue words
charlie so i got one unit of activating newton  and i've got another one heading to woodside would you want me to start in charville or are we going to see how that goes with the fire looking towards woodside let us know your eta and we can try on protect ourselves,Action words
the kilo 35 little charley copy the single pax in that with that has been evacuated for a copy is not to do we need to do anything about happening in brightwood things with evacuated days we concentrate on holvern,Rescue words
charlie have commenced loading civilians in thetford over,Named Locations
bravo the scope vehicle 4 and 5 which is on route to denston,Named Locations
alpha to confirm your brain denston and where the cops,Named Locations
bravos i'm just cleaning the last people out of denston to that area is now clear of all personnel i now have eyes on,Rescue words
to all life is a bit quiet so i've got on a joint of the campsite at the east of newforest to see if anyone that after my journey to the campsite to the east of newforest there is no wonder core science westhill is empty over,Hills and Forests
of,Other
this is bravo my article is talking about a wrongful arrest of someone who was walking from their home in to a store in swanton and then they were arrested and taken into custody castleton and the incident has sparked outrage among civil rights leaders and members of the local community so potential of people in these towns and potentially busy locations that we need,Rescue words
this is alpha can you move your truck 7 to,Communications
charlie large buildings malton beacon hill and the church in winterfold  over,Buildings
copied i'm sending you later just take to support your firefighter units down there and,Action words
i'll take care of the hospital over,Buildings
reposition as soon as it's done over,Communications
allcallsigns the fire my location is still heading north,Directions
bravo yep confirm will send a units 4 and 5 down to swanton and,Named Locations
my fire-truck to brightwood the campsite just to see how many people are there on this i have noticed it's coming from the south so i think if we could send firetrucks one 6 and 3 towards brentwood and 24 and 5 towards holbeechwood over,Rescue words
charlie do you want you to down to co27ra toll fire spreading rapidly northeast of lowtown units to my location confirm forest heading towards lowtown ever,Directions
this is alpha play the red squirrels are very cute i'll have you know i'm very sad by the,Intel (from newspapers)
charlie just moving through the east of the edge of newton  ascertaining whether there any further person in there that buses got his heart full of five pax in a minute,Rescue words
charlie trenchwood  we confirmed as having zero population in the campsite so nearest population to that northern fire is possibly beaconhill with large high-rises over,Fire words
charlie sheen thank you try to,Action words
alpha kilo 5 please have you got any holes in the in the current wool over,Communications
ed please do not move,Other
charlie yeah that sounds good to me over,Communications
surely,Other
this is no i've just finished the report on people is there are 3 people in 2021 there are 3 peoples21 there are two people in s22 there is one person in 021 there are 2 people in 023 and one person in 25 over,Rescue words
this is bravo nine m30 and l30 is,Communications
this is charlie speaking to,Communications
this is how far anybody in that big building a castlehill to the hospital yellow ok so those grid references put malton castleton castlehill at the most threat,Buildings
charlie on route,Communications
charlie i'm putting my fire-engine on 87 where that fire is begin so i can chat when that occurs over,Fire words
b,Other
this is alpha i suggest we go and move locations around to wildwood  then because there's 100 people in that campsite,Rescue words
that's getting replaying on the way back moving to the central weekend bassline around esterly so easily clear and i've got a couple more builders in westhill to declare a moment in a church i haven't played yet but otherwise we're looking alright has anyone blackhill looked at blackhill,Hills and Forests
bravo 29 please it's a b29,Communications
can i have one of your water carriers please at mike8/1 time kept on to route to mike 28,Fire words
bravo copied after all together find the other 80 people over,Rescue words
bravo all i'll send one fire truck to the north of trenchwood in case there is to start that was your ford truck 6 to the west of trenchwood to protect winterfold can i just remind you to use your call signs please which folders are empty a rabbit all fire spreading rapidly north of it for me on beaconhill campsite in trenchwood is empty over,Fire words
charlie 108 people at the leisure centre in holvern very much just to confirm so the majority of people are in thetford and holvern,Rescue words
55s vehicles four and five on location with 7 water vehicle vehicle 6up,Directions
bravo are you sending a message to greenhill or are you going to keep them down around you 25 over,Hills and Forests
roger personal vehicle in the north choice autos personal vehicle at worthington now over,Named Locations
n houses by sorry,Other
bravo 70707 i'm still doing it i just finished now because i'm going i'm going to go send f32 charge and f22 wychwood together campsites,Communications
charlie have just moved on to the hospital in tressenter over,Buildings
alpha the hospital and ashley is empty over,Buildings
charlie to starting still removing people from the charville area,Rescue words
bravo heading that way of the,Communications
charlie i'm currently in aj18 in the file there to begin with,Communications
charlie at alberta,Communications
this is a,Other
charlie i think oldtown is evacuated purchasing final confirmation just confirm the fire has started,Reasoning words
call-sign,Other
charlie also to note that the whole beech wood is pine 3 times faster so concentration around there would be great,Communications
this is bravo so that put slow down and green munster most at risk,Communications
charlie your fire fighting unit can it go to the hospital in green hell in the north east of focusing on the fire plan for uniform 25,Fire words
alpha confirm again please water truck 8 to,Fire words
bravo if you leave your hat on for 5 i've cleared everyone else out so hopefully that will help us over,Communications
this is bravo my intentions want to fires finish malton which looks like 1 house away from doing i will move down to support underwear over,Action words
alpha by is going to the southern point of bright with the moments and through the central and east holbeechwood over,Woods
charlie copied move in the rescue_9 on 10 to the north to travel to recce out,Action words
this is bravo is still a q5 i'm leaving it to t3 alright,Communications
roger be a were the town of castleton southeast there's no date in my report but there is talk of a police open day in that town and the chief of police as you are the cheapest request to people to remain calm so expectation possibly of civil unrest in the police open day in the town of castleton initially released keep my vehicles in the centre of linkwood castlehill underwood that's very want to know what happened we can give it you want to check the hospital large building in castlehill and the church support 106 people in the police station in malton,Rescue words
bravo team uk news that's driving firwoods lush habitatfr by news report is talking about a community hospital that is being maintained in the lowtown in the southwest but nothing nothing like that,Woods
this is charlie where's the nearest fire-truck for that sorry the water refilling for around newforest campsite it is currently in z30 can move,Fire words
bravo i can also check that whilst i'm checking the other area is,Action words
bravo your you just done it,Communications
unit_6 currently in fighting fire so just moving into town to newton  actually,Fire words
this is let me know if you need the logistics 8 moves anime4you,Other
bravo please move unit_61 south avenue currently have a position over,Communications
bravo the fire is at,Fire words
charlie i think i've got everybody in lowtown|1loaded and moving to south southwest location over,Reasoning words
this is bravo just looking at map i think a good place for that special be maybe like linkwood because it's between to sort of towns so possibly more population there yeah i agree with that but there are interesting with the one penny campsites at 3-day event so i'm that reason it might be 20 or wildwood on the basis that they're campsite yeah,Reasoning words
bravo team suggest building in worthycopse as a safe house location query over,Reasoning words
just a bit of cover,Communications
charlie please let me know when malton is evacuated malton has 106 personnel required assistant location over,Directions
charlie barbecue advisor56 please,Communications
bravo i was going to deploy one a tanker near trenchwood  between transferred and winterfeld and the other in between castlehill wildwood,Woods
alpha all three fire-assets moving towards wildwood  over,Fire words
alpha foxtrot 12,Communications
charlie what location is a fire at the moment,Directions
and everything,Other
this is bravo moved water tank 7 dancer brightwood is,Fire words
charlie team if we use those three bits i suppose we could make an assessment that cars could get burn out in castlehill potentially fight source of fire castleton public order could cause fire and it could be population in the woods between castlehill and underwood,Fire words
bravo confirm wind direction heading from north west teams up my employed dancing worthington esterly at high risk simplifying is ok thank you i've,Buildings
roger i actually think in charville in that all the time with we're going to have the fire on second might want to switch focus to woodside ever where's woodside sorry centre of the map project yankee in vicinity of all time is now extinguished i'm moving forward32 woodside to see if i can extinguish way of a fire is there at now moving 45 firetrucks and bowser 8 ward woodside why do evacuation truck sorry that loading or unloading,Reasoning words
to do we get a assessment of civilians in winterfold unit_6 bear but we need the rest of the fighting in the winter but now,Named Locations
roger juliet 12 trucks and position 12 no 5 sizes and weight for every plan and then i'll start moving south define may of burnout moving north and on the 17 and can't see any fire moving towards the julie are currently at hotel and there's no fire on the hotel 99 wrong juliet 16 kilo 16it seems a fire has burnt out along the 18 over,Fire words
charlie campsite in trenchwood  is empty and castlehill is empty over,Woods
bravo just south of where you were when i buy it was just a little unit size on fire coming to beaconhill little units moving the wildwood  based logistics the refill in the corner,Fire words
to you with enough time you have 3 minutes to further plan your approach with the snowy map and newspaper intelligence reports available,Intel (from newspapers)
so i've got a music festival on going it's the last day of the hazeycopse music festival location in the map so i would propose checking out trenchwood  and the wild wood campsite,Action words
charlie's to my news article is a bit useless it describes a very large gathering that does not give location or anything to where the location is,Directions
that might be dropped helicopter gas is there any copse but yeah agreed can't see anything my intel is just been some issues with the police castleton so there are so calm and the police open day event there i'm sorry that could be people in that town over,Rescue words
alpha control i've lost control by computer i can't believe anymore firetrucks because i'm basically lost control by vehicles there for a few minutes the fire x-rays is pretty much are control woodside down biggest risk to that fire most pertinent and down south in yankee it would appear that neutral is now directly under threat over,Fire words
this is bravo fire-truck kevin is running out of water and so is going to the middle to refill fire-truck he still has some water left,Fire words
should be no way for the fire to actually get to cancel,Fire words
this is alpha can you confirm that you're moving towards a trenchwood campsite over,Woods
bravo received,Communications
this is alpha remember we can only see round ourselves so we need to be old really near c3 so we can actually see the fire happen,Fire words
this is alpha could you please give me the location on the water tank at sorry yes,Directions
alphafoxtrot11a hospital in greenhill is still active and intrapersonal never copied,Buildings
charlie i would i should be able to pop up most of malton with its residence and then i'll just stay on the police station to secure that i think k39 from the wind direction probably swanton is it a protein well they hospital at swanton is clear moving,Reasoning words
this is no people in hospital in lowtown  112 hospital in greenhill,Rescue words
charlie r kenny prelim leaves over,Communications
yeah we could equally as far as it's going to remain relatively central until we got an indication of where the fire might be we could check the campsite are they sell for happy to check both campsites for my assets over,Action words
unloading rescue 10 is halfway through loading position fighter on the people there over,Rescue words
many people in beaconhill over,Rescue words
roger shrawleywood looks ok so far leaving west transport accounted for sophia has cleared through malton now i'm moving my vehicles down to winterfold and castlehill to resume clearance over,Reasoning words
alpha and move lima 712,Communications
charlie act team i've taken care think i'll put it all out going towards astley my way south towards denston to assist with your forever yeah if you could that would be great it is raging,Reasoning words
central house in newtown,Other
